id,name,website_url,x,y,category_id,year_founded,total_funding,hq_country,hq_city,contact_person,description,user_group
s324,Iris Plus,https://iris-plus.io,305,327.9,cat6,2020,2949024,USA,San Diego,Casey Jones,Iris Plus provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s325,Zenith View,https://zenith-view.io,261.4,241,cat6,2019,125286105,Singapore,Seattle,Taylor Anderson,Zenith View provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s326,Tech Hub,https://tech-hub.io,244.5,282.2,cat6,2021,5128608,USA,Berlin,Chris Martin,Tech Hub provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s327,Haven Unit,https://haven-unit.io,323.5,312.5,cat6,2019,14781495,USA,Paris,Alex Moore,Haven Unit provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s328,Crest Plus,https://crest-plus.io,283.9,302.4,cat6,2022,2059881,France,Boston,Sam Brown,Crest Plus provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s329,Sync Tide,https://sync-tide.io,208.5,250.8,cat6,2018,33200413,Canada,Denver,Robin Miller,Sync Tide provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s330,Umbra Link,https://umbra-link.io,250.5,297.4,cat6,2019,219768339,USA,Paris,Jordan Brown,Umbra Link provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s331,Ember Max,https://ember-max.io,350,272,cat6,2017,88864317,Canada,Atlanta,Blake Jackson,Ember Max provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s332,Data Grid,https://data-grid.io,287,288.4,cat6,2022,536426,USA,Philadelphia,Jamie Martinez,Data Grid provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s333,Zenith OS,https://zenith-os.io,293.1,225.4,cat6,2018,660530,USA,Denver,Emery Rodriguez,Zenith OS provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s334,Meridian Zone,https://meridian-zone.io,285.6,249.2,cat6,2018,75832177,UK,Austin,Morgan Garcia,Meridian Zone provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s335,Lattice Stack,https://lattice-stack.io,267.6,271.1,cat6,2022,4104048,Australia,Austin,Finley Thompson,Lattice Stack provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s336,Smart Core,https://smart-core.io,684.3,225.3,cat7,2016,1964619,USA,Tel Aviv,Alex Wilson,Smart Core provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s337,Xylo Byte,https://xylo-byte.io,723.2,184.4,cat7,2023,1906882,USA,Los Angeles,Alex Johnson,Xylo Byte provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s338,Mint Sync,https://mint-sync.io,716.9,215.8,cat7,2021,4555777,Australia,Atlanta,Blake Jackson,Mint Sync provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s339,Ember Stack,https://ember-stack.io,698.2,192.7,cat7,2021,9174244,Canada,Tel Aviv,Chris Thomas,Ember Stack provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s340,Frost Code,https://frost-code.io,736.3,225.2,cat7,2020,10358680,USA,Paris,Blake Lee,Frost Code provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s341,Cipher Max,https://cipher-max.io,733.9,179.4,cat7,2017,2345514,USA,Seattle,Jordan Thompson,Cipher Max provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s342,Forge Mesh,https://forge-mesh.io,769.5,242.9,cat7,2022,4815949,USA,Boston,Blake Martinez,Forge Mesh provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s343,Flux Edge,https://flux-edge.io,747.6,166.2,cat7,2017,28463903,USA,Portland,Finley White,Flux Edge provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s344,Forge Quest,https://forge-quest.io,732.5,214.7,cat7,2019,120360407,USA,New York,Avery Jones,Forge Quest provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s345,Forge 360,https://forge-360.io,694.4,179.3,cat7,2021,29904305,UK,Seattle,Finley Smith,Forge 360 provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s346,Helix Now,https://helix-now.io,671.6,229.3,cat7,2023,62599137,USA,Tel Aviv,Taylor Martin,Helix Now provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s347,Forge Core,https://forge-core.io,678.7,181.6,cat7,2023,6605319,USA,Austin,Riley Rodriguez,Forge Core provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s348,Xylo Now,https://xylo-now.io,716,181.5,cat7,2018,4359557,USA,Tel Aviv,Alex Lee,Xylo Now provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s349,Echo Tide,https://echo-tide.io,728.3,164.3,cat7,2017,28656587,USA,Tel Aviv,Chris Martin,Echo Tide provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s350,Spark Hub,https://spark-hub.io,751.4,181.5,cat7,2022,34369834,USA,Boston,Blake Davis,Spark Hub provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s351,Cloud View,https://cloud-view.io,721.6,143,cat7,2018,80634870,USA,San Francisco,Taylor Davis,Cloud View provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s352,Echo Edge,https://echo-edge.io,738.2,204.2,cat7,2016,456879,UK,Austin,Chris Lee,Echo Edge provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s353,Glint Pulse,https://glint-pulse.io,745.5,207.1,cat7,2017,28794549,USA,Denver,Robin Martin,Glint Pulse provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s354,Flow Beam,https://flow-beam.io,688.3,201.1,cat7,2023,163171786,France,San Francisco,Finley Moore,Flow Beam provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s355,Warp Bridge,https://warp-bridge.io,693.9,211.3,cat7,2018,8980064,USA,Los Angeles,Chris White,Warp Bridge provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s356,Smart Vault,https://smart-vault.io,679.6,199.2,cat7,2022,482966,UK,Seattle,Riley Thomas,Smart Vault provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s357,Iris Signal,https://iris-signal.io,710.4,201.1,cat7,2018,33039746,Netherlands,Portland,Riley Jackson,Iris Signal provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s358,Terra Sync,https://terra-sync.io,690.7,208.4,cat7,2016,5435289,Australia,Singapore,Emery Brown,Terra Sync provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s359,Forge Flow,https://forge-flow.io,691.6,198.8,cat7,2021,2901903,Israel,Atlanta,Riley Anderson,Forge Flow provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s360,Ember Mesh,https://ember-mesh.io,725.5,206.4,cat7,2016,120504744,USA,Paris,Pat Thompson,Ember Mesh provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s361,Glint Yard,https://glint-yard.io,722.6,179.4,cat7,2019,1518890,Canada,Portland,Pat Brown,Glint Yard provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s362,Yield Max,https://yield-max.io,732.1,199.9,cat7,2023,4726142,Germany,Portland,Finley Jackson,Yield Max provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s363,Lattice Beam,https://lattice-beam.io,699,201.3,cat7,2017,5546674,Singapore,Atlanta,Quinn Smith,Lattice Beam provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s364,Spark Stack,https://spark-stack.io,677.7,146.7,cat7,2018,421404,Netherlands,Chicago,Casey Anderson,Spark Stack provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s365,Acme Data,https://acme-data.io,697,171.6,cat7,2016,34951330,USA,Seattle,Robin Johnson,Acme Data provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s366,Orbit Path,https://orbit-path.io,700.2,147.4,cat7,2022,6691500,Canada,Singapore,Casey Jackson,Orbit Path provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s367,Smart X,https://smart-x.io,714.4,195.5,cat7,2020,1366874,Netherlands,Chicago,Skyler Miller,Smart X provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s368,Apex Hub,https://apex-hub.io,747.2,190.4,cat7,2016,127352691,USA,London,Avery Johnson,Apex Hub provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s369,Vault Mesh,https://vault-mesh.io,718.2,245.6,cat7,2021,145162783,Singapore,Amsterdam,Casey Martin,Vault Mesh provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s370,Prism X,https://prism-x.io,743.8,250.9,cat7,2022,203081094,USA,Atlanta,Chris Moore,Prism X provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s371,Terra Tech,https://terra-tech.io,710.5,194.7,cat7,2021,14843712,USA,Los Angeles,Chris Moore,Terra Tech provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
